,date,open,close,high,low,volume,dopen,dclose,dhigh,dlow,dvolume,flag
0,2010-01-04,0.11006518784582373,0.10886812696318494,0.12233448866919372,0.11006518784582373,0.17561026926890966,0.11006518784582373,0.10886812696318494,0.12233448866919372,0.11006518784582373,0.17561026926890966,0.0
1,2010-01-05,0.12235557056222118,0.10841785976452144,0.12855345603773527,0.11805499176765877,0.18958809700926801,0.012290382716397458,-0.0004502671986635065,0.00621896736854155,0.007989803921835043,0.013977827740358356,0.0
2,2010-01-06,0.12016311737888506,0.11235760486936106,0.12733072747264917,0.11818148312582354,0.14111717243124502,-0.002192453183336121,0.003939745104839618,-0.0012227285650860953,0.00012649135816476809,-0.04847092457802299,0.0
3,2010-01-07,0.12583397675921923,0.11817341553332561,0.1388832651635921,0.1233252951804712,0.20784396918857845,0.005670859380334167,0.005815810663964555,0.011552537690942916,0.005143812054647659,0.06672679675733342,0.0
4,2010-01-08,0.1327907891532153,0.11817341553332561,0.1327907891532153,0.1327907891532153,0.0,0.006956812393996065,0.0,-0.006092476010376796,0.009465493972744099,-0.20784396918857845,0.0
5,2010-01-11,0.1327907891532153,0.11817341553332561,0.1327907891532153,0.1327907891532153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2010-01-12,0.14440655129273403,0.12999264023259124,0.14607197838089023,0.14040111900055607,0.054984298518293784,0.011615762139518732,0.011819224699265635,0.013281189227674933,0.00761032984734078,0.054984298518293784,0.0
7,2010-01-13,0.15178498031677273,0.1341575242443893,0.15705530496009174,0.1433524778718676,0.20068233289149864,0.007378429024038707,0.004164884011798042,0.010983326579201508,0.002951358871311538,0.14569803437320486,0.0
8,2010-01-14,0.14763197477340256,0.1322814374547578,0.15389310592799904,0.14482816792277667,0.12189513985791178,-0.00415300554337017,-0.0018760867896314981,-0.003162199032092694,0.0014756900509090565,-0.07878719303358686,0.0
9,2010-01-15,0.14862280251518661,0.13370725704572575,0.15534771408588063,0.14780062991762224,0.10864196767725878,0.0009908277417840505,0.0014258195909679638,0.0014546081578815928,0.0029724619948455766,-0.013253172180653,0.0
10,2010-01-18,0.1502460658172879,0.13370725704572575,0.1502460658172879,0.1502460658172879,0.0,0.0016232633021012743,0.0,-0.0051016482685927456,0.0024454358996656433,-0.10864196767725878,0.0
11,2010-01-19,0.1502460658172879,0.13370725704572575,0.1502460658172879,0.1502460658172879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
